Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Tahith Chong,0.35,Manchester Utd,19,0.4,0.0,1.0,0.0,0.0,2.43,0.0,0.0,0,12.8,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,9.0,14.0,64.3,136.0,36.0,4.0,6.0,66.7,5.0,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,4.0,26.7,4.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Joris Chotard,0.2,Montpellier,17,13.9,0.0,11.0,2.0,18.2,0.79,0.14,0.0,0.0,29.7,0.0,0.0,0.0,0.3,0.3,0.02,-0.3,-0.3,429.0,556.0,77.2,9782.0,2648.0,135.0,167.0,80.8,196.0,231.0,84.8,90.0,136.0,66.2,0.0,0.5,-0.5,8.0,60.0,10.0,1.0,54.0,21.0,1.51,19.0,0.0,0.0,1.0,1.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,15.0,18.0,1.0,15.0,35.0,42.9,20.0,287.0,91.0,31.7,104.0,157.0,26.0,16.0,5.0,0.0,11.0,16.0,50.0,17.0,0.0
Hamza Choudhury,0.2,Leicester City,21,9.9,1.0,7.0,2.0,28.6,0.71,0.2,0.14,0.5,16.1,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5,428.0,494.0,86.6,7794.0,1523.0,179.0,197.0,90.9,188.0,209.0,90.0,52.0,67.0,77.6,1.0,0.1,0.9,3.0,30.0,2.0,0.0,19.0,12.0,1.21,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,8.0,10.0,2.0,5.0,28.0,17.9,23.0,192.0,62.0,32.3,80.0,88.0,24.0,20.0,7.0,0.0,13.0,18.0,38.0,18.0,0.0
Mounir Chouiar,0.25,Dijon,20,16.7,4.0,38.0,17.0,44.7,2.27,1.02,0.11,0.24,17.2,6.0,0.0,0.0,3.9,3.9,0.1,0.1,0.1,459.0,640.0,71.7,8099.0,2611.0,234.0,277.0,84.5,140.0,186.0,75.3,71.0,137.0,51.8,0.0,2.9,-2.9,44.0,33.0,20.0,3.0,54.0,70.0,4.18,28.0,29.0,10.0,2.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,38.0,27.0,15.0,15.0,8.0,6.0,41.0,14.6,35.0,359.0,99.0,27.6,87.0,189.0,83.0,21.0,2.0,0.0,19.0,11.0,49.0,7.0,0.0
Andreas Christensen,0.1,Chelsea,23,19.5,0.0,7.0,2.0,28.6,0.36,0.1,0.0,0.0,11.2,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,1166.0,1258.0,92.7,26595.0,6431.0,269.0,282.0,95.4,653.0,679.0,96.2,237.0,281.0,84.3,0.0,1.0,-1.0,4.0,82.0,2.0,0.0,47.0,11.0,0.57,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,41.0,20.0,25.0,13.0,3.0,11.0,24.0,45.8,13.0,156.0,57.0,36.5,90.0,62.0,4.0,22.0,9.0,0.0,13.0,15.0,56.0,104.0,0.0
Samuel Chukwueze,0.25,Villarreal,20,22.8,3.0,50.0,11.0,22.0,2.2,0.48,0.06,0.27,17.8,0.0,0.0,0.0,3.6,3.6,0.07,-0.6,-0.6,553.0,750.0,73.7,10360.0,2683.0,233.0,285.0,81.8,229.0,293.0,78.2,80.0,124.0,64.5,2.0,3.3,-1.3,35.0,36.0,33.0,9.0,79.0,99.0,4.36,69.0,0.0,13.0,3.0,11.0,3.0,14.0,0.62,7.0,0.0,3.0,1.0,3.0,0.0,18.0,15.0,8.0,5.0,5.0,7.0,21.0,33.3,14.0,347.0,97.0,28.0,75.0,157.0,115.0,29.0,1.0,0.0,28.0,9.0,27.0,8.0,1.0
Darko Churlinov,0.3,Koln,19,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,11.0,63.6,124.0,14.0,2.0,3.0,66.7,5.0,6.0,83.3,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Cigarini,0.2,Cagliari,33,17.8,0.0,7.0,1.0,14.3,0.39,0.06,0.0,0.0,23.4,2.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,992.0,1228.0,80.8,20139.0,7197.0,384.0,414.0,92.8,420.0,474.0,88.6,173.0,312.0,55.4,4.0,3.0,1.0,42.0,122.0,14.0,0.0,108.0,63.0,3.55,38.0,22.0,1.0,0.0,1.0,1.0,9.0,0.51,7.0,2.0,0.0,0.0,0.0,0.0,37.0,26.0,21.0,14.0,2.0,13.0,48.0,27.1,35.0,256.0,80.0,31.3,114.0,107.0,35.0,43.0,10.0,0.0,33.0,19.0,56.0,40.0,0.0
Per Ciljan Skjelbred,0.2,Hertha BSC,32,18.1,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0,16.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,597.0,712.0,83.8,11799.0,3127.0,214.0,245.0,87.3,281.0,329.0,85.4,90.0,113.0,79.6,0.0,0.2,-0.2,3.0,48.0,3.0,0.0,52.0,17.0,0.94,15.0,1.0,0.0,0.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,49.0,31.0,18.0,25.0,6.0,11.0,47.0,23.4,36.0,336.0,113.0,33.6,124.0,174.0,38.0,23.0,3.0,0.0,20.0,22.0,71.0,26.0,2.0
Thiago Cionek,0.1,SPAL,33,24.1,0.0,11.0,2.0,18.2,0.46,0.08,0.0,0.0,16.2,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,1029.0,1360.0,75.7,18355.0,7979.0,452.0,494.0,91.5,458.0,570.0,80.4,101.0,228.0,44.3,1.0,1.0,0.0,14.0,67.0,18.0,9.0,91.0,29.0,1.2,24.0,3.0,0.0,1.0,1.0,0.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0,65.0,33.0,37.0,21.0,7.0,22.0,55.0,40.0,33.0,378.0,104.0,27.5,190.0,128.0,60.0,49.0,13.0,0.0,36.0,23.0,88.0,106.0,3.0
Ibrahim Cisse,0.35,Nice,20,0.6,0.0,1.0,1.0,100.0,1.8,1.8,0.0,0.0,7.0,0.0,0.0,0.0,0.2,0.2,0.16,-0.2,-0.2,37.0,44.0,84.1,750.0,272.0,11.0,11.0,100.0,22.0,24.0,91.7,4.0,9.0,44.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0
Ibrahim Cisse,0.1,Angers,23,0.7,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,63.0,90.5,983.0,361.0,28.0,29.0,96.6,23.0,27.0,85.2,5.0,6.0,83.3,0.0,0.1,-0.1,1.0,2.0,1.0,1.0,4.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,11.0,3.0,27.3,4.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Andrea Cistana,0.1,Brescia,22,20.4,1.0,6.0,2.0,33.3,0.29,0.1,0.17,0.5,10.8,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6,688.0,808.0,85.1,14975.0,4464.0,179.0,198.0,90.4,367.0,399.0,92.0,132.0,185.0,71.4,0.0,0.6,-0.6,5.0,31.0,5.0,0.0,32.0,9.0,0.44,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,24.0,9.0,2.0,16.0,24.0,66.7,8.0,199.0,57.0,28.6,133.0,58.0,8.0,52.0,37.0,0.0,15.0,24.0,59.0,121.0,0.0
Ciaran Clark,0.1,Newcastle Utd,29,13.2,2.0,6.0,4.0,66.7,0.46,0.3,0.33,0.5,8.2,0.0,0.0,0.0,1.3,1.3,0.22,0.7,0.7,253.0,322.0,78.6,5411.0,2056.0,78.0,87.0,89.7,129.0,154.0,83.8,43.0,75.0,57.3,0.0,0.0,0.0,1.0,20.0,2.0,0.0,15.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,20.0,2.0,0.0,3.0,7.0,42.9,4.0,122.0,44.0,36.1,88.0,28.0,6.0,25.0,13.0,0.0,12.0,14.0,36.0,98.0,0.0
Leon Clarke,0.25,Sheffield Utd,34,0.4,0.0,1.0,0.0,0.0,2.57,0.0,0.0,0,9.0,0.0,0.0,0.0,0.3,0.3,0.33,-0.3,-0.3,5.0,7.0,71.4,73.0,7.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,5.0,29.4,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alexis Claude Maurice,0.25,Nice,21,18.1,1.0,38.0,11.0,28.9,2.1,0.61,0.03,0.09,17.3,0.0,0.0,0.0,3.0,3.0,0.08,-2.0,-2.0,504.0,600.0,84.0,8313.0,1703.0,277.0,306.0,90.5,173.0,205.0,84.4,44.0,65.0,67.7,1.0,0.8,0.2,21.0,24.0,17.0,3.0,48.0,56.0,3.09,32.0,3.0,11.0,2.0,6.0,2.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0,30.0,18.0,9.0,13.0,8.0,10.0,33.0,30.3,23.0,350.0,87.0,24.9,66.0,149.0,135.0,22.0,4.0,0.0,18.0,12.0,42.0,7.0,0.0
Christian Clemens,0.25,Koln,27,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Oscar Clemente,0.2,Atletico Madrid,20,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,100.0,33.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Denilho Cleonise,0.3,Genoa,17,0.5,0.0,1.0,0.0,0.0,1.91,0.0,0.0,0,10.6,0.0,0.0,0.0,0.3,0.3,0.27,-0.3,-0.3,7.0,7.0,100.0,74.0,12.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.0,4.0,22.2,7.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Carlos Clerc,0.1,Levante,27,20.5,0.0,4.0,2.0,50.0,0.19,0.1,0.0,0.0,21.1,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,709.0,968.0,73.2,11855.0,5168.0,397.0,448.0,88.6,249.0,321.0,77.6,56.0,160.0,35.0,2.0,1.8,0.2,10.0,44.0,7.0,4.0,64.0,23.0,1.12,16.0,5.0,0.0,0.0,1.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,37.0,19.0,18.0,17.0,2.0,12.0,25.0,48.0,13.0,256.0,75.0,29.3,115.0,109.0,32.0,48.0,10.0,0.0,38.0,17.0,54.0,69.0,0.0
Tom Cleverley,0.2,Watford,29,10.8,1.0,17.0,5.0,29.4,1.58,0.46,0.06,0.2,16.9,0.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6,366.0,469.0,78.0,5944.0,1970.0,200.0,218.0,91.7,115.0,143.0,80.4,34.0,83.0,41.0,0.0,0.5,-0.5,14.0,35.0,13.0,4.0,45.0,31.0,2.87,24.0,2.0,0.0,2.0,3.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,27.0,17.0,11.0,14.0,2.0,11.0,44.0,25.0,33.0,293.0,85.0,29.0,100.0,145.0,48.0,20.0,4.0,0.0,16.0,9.0,36.0,16.0,0.0
Conor Coady,0.1,Wolves,26,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1531.0,1782.0,85.9,42435.0,14948.0,225.0,244.0,92.2,767.0,814.0,94.2,529.0,701.0,75.5,0.0,0.7,-0.7,5.0,115.0,7.0,0.0,53.0,13.0,0.34,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,34.0,7.0,0.0,19.0,38.0,50.0,19.0,205.0,69.0,33.7,152.0,53.0,0.0,37.0,18.0,0.0,19.0,24.0,65.0,164.0,0.0
Marcus Coco,0.3,Nantes,23,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,3.0,100.0,27.0,7.0,3.0,3.0,100.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Renaud Cohade,0.2,Metz,34,8.5,1.0,8.0,4.0,50.0,0.94,0.47,0.13,0.25,20.2,1.0,0.0,0.0,0.4,0.4,0.05,0.6,0.6,480.0,584.0,82.2,8886.0,2018.0,194.0,222.0,87.4,218.0,246.0,88.6,58.0,94.0,61.7,0.0,0.5,-0.5,9.0,58.0,5.0,0.0,46.0,20.0,2.36,15.0,4.0,0.0,0.0,0.0,1.0,1.0,0.12,0.0,1.0,0.0,0.0,0.0,0.0,30.0,16.0,13.0,14.0,3.0,11.0,37.0,29.7,26.0,269.0,68.0,25.3,64.0,149.0,56.0,17.0,4.0,0.0,13.0,7.0,37.0,6.0,0.0
Coke,0.1,Levante,32,11.0,1.0,8.0,2.0,25.0,0.73,0.18,0.13,0.5,12.4,0.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4,463.0,577.0,80.2,8864.0,3653.0,205.0,228.0,89.9,185.0,215.0,86.0,67.0,105.0,63.8,0.0,0.4,-0.4,7.0,26.0,8.0,3.0,41.0,17.0,1.55,13.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,15.0,7.0,3.0,9.0,26.0,34.6,17.0,120.0,37.0,30.8,64.0,41.0,15.0,16.0,3.0,0.0,13.0,6.0,31.0,31.0,0.0
Seamus Coleman,0.1,Everton,30,20.4,0.0,8.0,3.0,37.5,0.39,0.15,0.0,0.0,16.3,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7,813.0,1058.0,76.8,14398.0,6119.0,388.0,432.0,89.8,339.0,429.0,79.0,76.0,143.0,53.1,1.0,0.6,0.4,8.0,66.0,13.0,4.0,80.0,23.0,1.13,16.0,2.0,3.0,2.0,0.0,0.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0,50.0,31.0,30.0,17.0,3.0,21.0,35.0,60.0,14.0,216.0,78.0,36.1,113.0,81.0,22.0,43.0,10.0,0.0,33.0,12.0,62.0,56.0,1.0
Alex Collado,0.1,Barcelona,20,0.1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,10.0,90.0,127.0,7.0,6.0,7.0,85.7,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebrima Colley,0.3,Atalanta,19,0.9,0.0,5.0,2.0,40.0,5.49,2.2,0.0,0.0,17.9,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,37.0,42.0,88.1,508.0,92.0,19.0,21.0,90.5,16.0,17.0,94.1,0.0,1.0,0.0,1.0,0.6,0.4,2.0,2.0,2.0,0.0,3.0,6.0,6.59,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,15.0,4.0,26.7,4.0,2.0,9.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
Omar Colley,0.1,Sampdoria,26,30.8,0.0,23.0,5.0,21.7,0.75,0.16,0.0,0.0,9.9,0.0,0.0,0.0,2.9,2.9,0.13,-2.9,-2.9,1089.0,1324.0,82.3,25579.0,8935.0,246.0,266.0,92.5,558.0,632.0,88.3,257.0,382.0,67.3,1.0,0.4,0.6,6.0,98.0,5.0,1.0,92.0,23.0,0.75,18.0,0.0,0.0,2.0,1.0,2.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,55.0,34.0,37.0,16.0,2.0,14.0,32.0,43.8,18.0,273.0,93.0,34.1,181.0,85.0,7.0,51.0,25.0,1.0,26.0,40.0,95.0,215.0,2.0
Jamilu Collins,0.1,Paderborn 07,24,29.6,1.0,17.0,1.0,5.9,0.57,0.03,0.06,1.0,26.6,1.0,0.0,1.0,1.7,1.0,0.06,-0.7,0.0,1346.0,1768.0,76.1,25668.0,10896.0,538.0,632.0,85.1,636.0,757.0,84.0,162.0,298.0,54.4,2.0,1.4,0.6,20.0,116.0,10.0,3.0,131.0,49.0,1.65,37.0,5.0,3.0,2.0,2.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,78.0,41.0,44.0,29.0,5.0,34.0,64.0,53.1,30.0,434.0,144.0,33.2,245.0,151.0,38.0,100.0,20.0,3.0,80.0,40.0,118.0,97.0,2.0
Lorenzo Colombo,0.3,Milan,17,0.1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,100.0,44.0,20.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,1.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racine Coly,0.1,Nice,23,7.2,1.0,6.0,4.0,66.7,0.83,0.55,0.17,0.25,8.4,0.0,0.0,0.0,1.3,1.3,0.22,-0.3,-0.3,466.0,540.0,86.3,8056.0,2792.0,197.0,221.0,89.1,216.0,233.0,92.7,38.0,58.0,65.5,0.0,0.0,0.0,1.0,23.0,2.0,1.0,31.0,13.0,1.8,8.0,1.0,0.0,2.0,1.0,1.0,2.0,0.28,1.0,0.0,0.0,0.0,0.0,1.0,19.0,9.0,11.0,6.0,2.0,8.0,18.0,44.4,10.0,129.0,48.0,37.2,72.0,46.0,11.0,9.0,0.0,0.0,9.0,6.0,25.0,22.0,0.0
Kingsley Coman,0.25,Bayern Munich,23,16.7,4.0,37.0,15.0,40.5,2.21,0.9,0.11,0.27,17.3,0.0,0.0,0.0,4.2,4.2,0.11,-0.2,-0.2,611.0,797.0,76.7,10983.0,2162.0,283.0,341.0,83.0,264.0,328.0,80.5,59.0,97.0,60.8,3.0,3.9,-0.9,33.0,25.0,34.0,10.0,68.0,76.0,4.54,61.0,0.0,8.0,2.0,4.0,1.0,10.0,0.6,8.0,0.0,0.0,0.0,2.0,0.0,23.0,15.0,10.0,8.0,5.0,11.0,26.0,42.3,15.0,287.0,92.0,32.1,54.0,117.0,116.0,17.0,0.0,0.0,17.0,2.0,25.0,4.0,0.0
Daniel Congre,0.1,Montpellier,34,21.6,0.0,8.0,2.0,25.0,0.37,0.09,0.0,0.0,9.8,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7,755.0,900.0,83.9,15244.0,6857.0,265.0,298.0,88.9,386.0,430.0,89.8,102.0,156.0,65.4,1.0,0.2,0.8,2.0,63.0,4.0,2.0,82.0,11.0,0.51,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,33.0,23.0,22.0,9.0,2.0,16.0,41.0,39.0,25.0,207.0,65.0,31.4,107.0,89.0,11.0,29.0,7.0,0.0,22.0,29.0,62.0,96.0,0.0
Aaron Connolly,0.3,Brighton,19,14.0,3.0,38.0,13.0,34.2,2.72,0.93,0.08,0.23,15.9,0.0,0.0,0.0,3.2,3.2,0.08,-0.2,-0.2,126.0,163.0,77.3,1739.0,242.0,76.0,92.0,82.6,31.0,39.0,79.5,7.0,11.0,63.6,1.0,0.3,0.7,6.0,6.0,2.0,0.0,10.0,25.0,1.79,7.0,0.0,3.0,3.0,9.0,3.0,5.0,0.36,1.0,0.0,1.0,1.0,2.0,0.0,12.0,8.0,1.0,5.0,6.0,3.0,12.0,25.0,9.0,234.0,69.0,29.5,14.0,94.0,126.0,8.0,1.0,0.0,7.0,5.0,17.0,1.0,0.0
Andrea Conti,0.1,Milan,25,19.2,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0,26.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,888.0,1060.0,83.8,15360.0,6156.0,415.0,449.0,92.4,387.0,436.0,88.8,73.0,140.0,52.1,2.0,1.5,0.5,9.0,93.0,10.0,4.0,78.0,25.0,1.3,21.0,3.0,0.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,34.0,15.0,4.0,18.0,62.0,29.0,44.0,335.0,80.0,23.9,161.0,144.0,30.0,36.0,7.0,0.0,29.0,27.0,80.0,43.0,1.0
Lewis Cook,0.2,Bournemouth,22,15.0,0.0,9.0,2.0,22.2,0.6,0.13,0.0,0.0,23.0,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,560.0,719.0,77.9,11160.0,3293.0,226.0,271.0,83.4,244.0,290.0,84.1,83.0,130.0,63.8,0.0,1.0,-1.0,13.0,61.0,11.0,1.0,65.0,32.0,2.13,24.0,2.0,1.0,3.0,2.0,0.0,4.0,0.27,2.0,0.0,0.0,1.0,1.0,0.0,27.0,16.0,15.0,10.0,2.0,8.0,40.0,20.0,32.0,375.0,71.0,18.9,125.0,197.0,53.0,20.0,6.0,0.0,14.0,13.0,40.0,15.0,0.0
Steve Cook,0.1,Bournemouth,28,27.0,1.0,13.0,2.0,15.4,0.48,0.07,0.08,0.5,12.1,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,993.0,1222.0,81.3,22748.0,7511.0,204.0,237.0,86.1,584.0,652.0,89.6,199.0,312.0,63.8,0.0,0.3,-0.3,3.0,49.0,3.0,0.0,56.0,6.0,0.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,15.0,7.0,0.0,9.0,23.0,39.1,14.0,164.0,55.0,33.5,111.0,44.0,9.0,47.0,29.0,0.0,18.0,19.0,41.0,222.0,1.0
Francis Coquelin,0.2,Valencia,28,21.2,0.0,10.0,1.0,10.0,0.47,0.05,0.0,0.0,17.4,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,885.0,984.0,89.9,17361.0,3670.0,347.0,370.0,93.8,396.0,416.0,95.2,130.0,178.0,73.0,0.0,0.2,-0.2,7.0,86.0,8.0,0.0,59.0,17.0,0.8,15.0,0.0,0.0,1.0,1.0,0.0,2.0,0.09,0.0,0.0,0.0,1.0,1.0,0.0,34.0,24.0,20.0,13.0,1.0,11.0,31.0,35.5,20.0,284.0,79.0,27.8,144.0,115.0,25.0,30.0,10.0,0.0,20.0,29.0,63.0,32.0,0.0
Gabriele Corbo,0.1,Bologna,19,1.4,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,59.0,89.8,1177.0,475.0,18.0,18.0,100.0,23.0,23.0,100.0,11.0,17.0,64.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,4.0,28.6,8.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,9.0,1.0
