Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.2,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh.3,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cl_Squad,Cl_Country,Cl_LgR,Cl_GF,Cl_GA,Cl_GD,Cl_xG,Cl_xGA,Cl_xGD,Cl_xGD/90,Start_Value,Value_Change
Julian Baumgartlinger,0.2,Leverkusen,32,11.9,2.0,7.0,4.0,57.1,0.59,0.34,0.29,0.5,14.6,0.0,0.0,0.0,1.4,1.4,0.19,0.6,0.6,579.0,668.0,86.7,11046.0,2389.0,242.0,267.0,90.6,230.0,254.0,90.6,96.0,124.0,77.4,0.0,0.3,-0.3,8.0,54.0,6.0,1.0,56.0,23.0,1.93,18.0,0.0,0.0,1.0,4.0,0.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,46.0,28.0,18.0,25.0,3.0,16.0,34.0,47.1,18.0,198.0,83.0,41.9,57.0,115.0,26.0,20.0,0.0,0.0,20.0,17.0,63.0,19.0,0.0, Leverkusen,4,6,53,39,14,47.2,40.4,6.8,0.2,2.16,1.35
Valon Behrami,0.2,Genoa,35,9.9,0.0,4.0,1.0,25.0,0.4,0.1,0.0,0.0,14.3,0.0,0.0,0.0,0.4,0.4,0.1,-0.4,-0.4,165.0,219.0,75.3,2534.0,973.0,85.0,108.0,78.7,60.0,77.0,77.9,13.0,22.0,59.1,0.0,0.1,-0.1,2.0,17.0,2.0,0.0,21.0,7.0,0.71,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,22.0,14.0,9.0,12.0,1.0,9.0,23.0,39.1,14.0,279.0,58.0,20.8,109.0,136.0,34.0,22.0,3.0,0.0,19.0,6.0,28.0,16.0,0.0, Genoa,3,11,47,58,-11,37.8,54.5,-16.8,-0.44,0.45,0.36
Haris Belkebla,0.2,Brest,26,30.3,0.0,7.0,0.0,0.0,0.23,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6,1245.0,1425.0,87.4,24380.0,5559.0,448.0,502.0,89.2,599.0,655.0,91.5,183.0,224.0,81.7,0.0,0.7,-0.7,11.0,90.0,12.0,1.0,83.0,34.0,1.12,28.0,1.0,2.0,1.0,2.0,0.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,73.0,50.0,38.0,30.0,5.0,22.0,72.0,30.6,50.0,593.0,159.0,26.8,231.0,294.0,68.0,52.0,8.0,0.0,44.0,37.0,110.0,45.0,0.0, Brest,5,17,50,66,-16,47.5,55.6,-8.2,-0.21,1.08,2.25
Jude Bellingham,0.2,Dortmund,17,18.9,1.0,34.0,9.0,26.5,1.8,0.48,0.03,0.11,18.2,0.0,0.0,0.0,3.0,3.0,0.09,-2.0,-2.0,889.0,1068.0,83.2,16329.0,3230.0,381.0,440.0,86.6,374.0,429.0,87.2,115.0,144.0,79.9,3.0,3.3,-0.3,14.0,63.0,27.0,2.0,76.0,41.0,2.17,34.0,0.0,1.0,1.0,3.0,2.0,7.0,0.37,7.0,0.0,0.0,0.0,0.0,0.0,54.0,37.0,14.0,27.0,13.0,18.0,50.0,36.0,32.0,435.0,127.0,29.2,96.0,231.0,108.0,40.0,6.0,0.0,34.0,21.0,75.0,20.0,0.0, Dortmund,4,3,75,46,29,68.6,40.4,28.3,0.83,9.9,49.5
Fran Beltran,0.2,Celta Vigo,21,15.5,3.0,19.0,7.0,36.8,1.22,0.45,0.16,0.43,21.1,0.0,0.0,0.0,1.4,1.4,0.07,1.6,1.6,708.0,780.0,90.8,13461.0,2823.0,281.0,304.0,92.4,324.0,346.0,93.6,95.0,111.0,85.6,0.0,0.3,-0.3,6.0,52.0,10.0,2.0,34.0,23.0,1.48,19.0,1.0,2.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,20.0,11.0,4.0,8.0,29.0,27.6,21.0,343.0,111.0,32.4,136.0,162.0,45.0,22.0,2.0,0.0,20.0,17.0,52.0,23.0,1.0, Celta Vigo,2,8,55,57,-2,47.7,49.5,-1.8,-0.05,12.15,10.8
Ahmad Benali,0.2,Crotone,28,13.5,0.0,11.0,4.0,36.4,0.82,0.3,0.0,0.0,18.4,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,661.0,779.0,84.9,11826.0,3035.0,285.0,312.0,91.3,293.0,329.0,89.1,66.0,103.0,64.1,1.0,1.2,-0.2,14.0,51.0,11.0,3.0,52.0,29.0,2.15,22.0,4.0,2.0,0.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,29.0,22.0,16.0,13.0,0.0,13.0,46.0,28.3,33.0,276.0,78.0,28.3,114.0,116.0,46.0,13.0,2.0,0.0,11.0,10.0,39.0,19.0,0.0, Crotone,3,19,45,92,-47,38.5,71.6,-33.1,-0.87,2.25,1.35
Ismael Bennacer,0.2,Milan,22,14.7,0.0,12.0,1.0,8.3,0.81,0.07,0.0,0.0,25.3,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,851.0,983.0,86.6,15902.0,4806.0,359.0,385.0,93.2,372.0,408.0,91.2,105.0,155.0,67.7,2.0,0.5,1.5,5.0,97.0,12.0,2.0,77.0,26.0,1.76,17.0,2.0,1.0,2.0,3.0,1.0,6.0,0.41,5.0,0.0,0.0,0.0,1.0,0.0,38.0,24.0,20.0,18.0,0.0,14.0,32.0,43.8,18.0,295.0,90.0,30.5,119.0,149.0,27.0,19.0,2.0,0.0,17.0,22.0,60.0,17.0,0.0, Milan,3,2,74,41,33,71.2,45.7,25.5,0.67,25.2,34.2
Yassine Benrahou,0.2,Nimes,21,13.8,0.0,19.0,4.0,21.1,1.38,0.29,0.0,0.0,23.7,5.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8,439.0,600.0,73.2,7692.0,1962.0,225.0,254.0,88.6,134.0,175.0,76.6,56.0,132.0,42.4,0.0,3.0,-3.0,25.0,32.0,14.0,3.0,42.0,49.0,3.56,23.0,17.0,2.0,0.0,6.0,1.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,17.0,8.0,6.0,7.0,4.0,5.0,22.0,22.7,17.0,248.0,73.0,29.4,67.0,108.0,73.0,17.0,0.0,0.0,17.0,6.0,23.0,9.0,1.0, Nimes,5,19,40,71,-31,41.4,64.9,-23.5,-0.62,3.6,2.25
Nabil Bentaleb,0.2,Schalke 04,25,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,-0.8,0.0,231.0,281.0,82.2,4108.0,961.0,103.0,120.0,85.8,98.0,113.0,86.7,24.0,38.0,63.2,0.0,0.1,-0.1,1.0,19.0,2.0,0.0,22.0,4.0,0.66,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,7.0,5.0,1.0,3.0,16.0,18.8,13.0,113.0,24.0,21.2,49.0,46.0,18.0,11.0,2.0,0.0,9.0,3.0,16.0,7.0,0.0, Schalke 04,4,18,25,86,-61,27.0,68.0,-41.0,-1.21,3.6,1.8
Rodrigo Bentancur,0.2,Juventus,23,25.8,0.0,15.0,5.0,33.3,0.58,0.19,0.0,0.0,22.9,0.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7,1651.0,1851.0,89.2,32407.0,8150.0,615.0,668.0,92.1,782.0,841.0,93.0,234.0,298.0,78.5,4.0,2.6,1.4,30.0,168.0,19.0,5.0,171.0,66.0,2.56,50.0,9.0,0.0,1.0,1.0,5.0,13.0,0.5,11.0,0.0,0.0,0.0,0.0,2.0,74.0,45.0,27.0,38.0,9.0,15.0,54.0,27.8,39.0,537.0,158.0,29.4,169.0,274.0,94.0,56.0,16.0,0.0,40.0,48.0,122.0,45.0,1.0, Juventus,3,4,77,38,39,74.2,38.2,36.0,0.95,45.0,31.5
Johann Berg Gudmundsson,0.2,Burnley,29,15.1,2.0,19.0,8.0,42.1,1.25,0.53,0.11,0.25,19.9,1.0,0.0,0.0,1.7,1.7,0.09,0.3,0.3,356.0,472.0,75.4,6119.0,1493.0,190.0,220.0,86.4,113.0,143.0,79.0,44.0,91.0,48.4,0.0,0.5,-0.5,10.0,19.0,15.0,5.0,34.0,27.0,1.78,22.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,6.0,9.0,4.0,10.0,23.0,43.5,13.0,166.0,48.0,28.9,48.0,72.0,46.0,19.0,2.0,0.0,17.0,17.0,36.0,14.0,0.0, Burnley,1,17,33,55,-22,39.9,57.6,-17.7,-0.47,7.2,2.7
Sander Berge,0.2,Sheffield Utd,22,12.4,1.0,9.0,1.0,11.1,0.72,0.08,0.0,0.0,17.8,0.0,1.0,1.0,1.2,0.5,0.05,-0.2,-0.5,380.0,464.0,81.9,6911.0,1423.0,164.0,197.0,83.2,163.0,184.0,88.6,45.0,63.0,71.4,1.0,1.2,-0.2,12.0,33.0,4.0,2.0,30.0,24.0,1.93,20.0,0.0,2.0,1.0,0.0,1.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,21.0,16.0,9.0,8.0,4.0,5.0,17.0,29.4,12.0,217.0,63.0,29.0,70.0,115.0,32.0,20.0,2.0,0.0,18.0,3.0,24.0,19.0,1.0, Sheffield Utd,1,20,20,63,-43,31.4,62.4,-31.0,-0.82,18.0,16.2
Valon Berisha,0.2,Reims,27,18.3,0.0,21.0,3.0,14.3,1.15,0.16,0.0,0.0,21.1,3.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,831.0,1028.0,80.8,17776.0,4018.0,312.0,355.0,87.9,323.0,380.0,85.0,183.0,268.0,68.3,3.0,1.6,1.4,24.0,90.0,18.0,3.0,97.0,51.0,2.79,44.0,7.0,0.0,0.0,0.0,0.0,6.0,0.33,4.0,2.0,0.0,0.0,0.0,0.0,41.0,27.0,18.0,21.0,2.0,4.0,37.0,10.8,33.0,410.0,105.0,25.6,115.0,227.0,68.0,20.0,2.0,0.0,18.0,17.0,58.0,24.0,1.0, Reims,5,14,42,50,-8,33.3,61.1,-27.7,-0.73,3.6,3.15
Federico Bernardeschi,0.15,Juventus,26,10.8,0.0,13.0,6.0,46.2,1.2,0.56,0.0,0.0,17.4,0.0,0.0,0.0,1.5,1.5,0.12,-1.5,-1.5,455.0,590.0,77.1,8470.0,2651.0,195.0,219.0,89.0,185.0,219.0,84.5,60.0,109.0,55.0,2.0,2.1,-0.1,22.0,42.0,15.0,6.0,38.0,40.0,3.7,21.0,14.0,2.0,0.0,3.0,0.0,5.0,0.46,5.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,4.0,1.0,4.0,22.0,18.2,18.0,120.0,31.0,25.8,34.0,50.0,36.0,12.0,3.0,0.0,9.0,13.0,24.0,13.0,0.0, Juventus,3,4,77,38,39,74.2,38.2,36.0,0.95,22.5,13.5
Yves Bissouma,0.2,Brighton,23,34.6,1.0,42.0,3.0,7.1,1.22,0.09,0.02,0.33,25.3,2.0,0.0,0.0,1.2,1.2,0.03,-0.2,-0.2,1461.0,1676.0,87.2,29183.0,5414.0,517.0,583.0,88.7,693.0,757.0,91.5,229.0,293.0,78.2,0.0,1.0,-1.0,15.0,123.0,21.0,2.0,114.0,52.0,1.5,42.0,0.0,1.0,2.0,3.0,4.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,114.0,74.0,59.0,47.0,8.0,26.0,71.0,36.6,45.0,540.0,187.0,34.6,229.0,256.0,55.0,56.0,8.0,0.0,48.0,60.0,174.0,67.0,0.0, Brighton,1,16,40,46,-6,51.6,37.7,13.9,0.37,8.55,22.5
Giacomo Bonaventura,0.2,Fiorentina,30,25.1,3.0,43.0,11.0,25.6,1.72,0.44,0.07,0.27,19.6,1.0,0.0,0.0,2.8,2.8,0.06,0.2,0.2,774.0,960.0,80.6,13299.0,2784.0,366.0,418.0,87.6,295.0,348.0,84.8,84.0,138.0,60.9,2.0,3.2,-1.2,23.0,71.0,25.0,7.0,66.0,56.0,2.23,39.0,4.0,4.0,4.0,4.0,1.0,7.0,0.28,5.0,0.0,0.0,1.0,1.0,0.0,40.0,29.0,16.0,18.0,6.0,12.0,43.0,27.9,31.0,360.0,97.0,26.9,112.0,172.0,76.0,34.0,2.0,0.0,32.0,38.0,78.0,16.0,0.0, Fiorentina,3,13,47,59,-12,45.2,55.1,-9.9,-0.26,6.3,3.6
Mehdi Bourabia,0.2,Sassuolo,28,5.9,1.0,9.0,3.0,33.3,1.53,0.51,0.11,0.33,20.9,3.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4,315.0,373.0,84.5,5137.0,1007.0,165.0,178.0,92.7,114.0,133.0,85.7,25.0,39.0,64.1,0.0,0.6,-0.6,4.0,33.0,2.0,0.0,15.0,7.0,1.19,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,5.0,1.0,4.0,9.0,44.4,5.0,94.0,31.0,33.0,30.0,49.0,15.0,18.0,6.0,0.0,12.0,8.0,16.0,11.0,0.0, Sassuolo,3,8,64,56,8,59.2,54.9,4.3,0.11,2.7,2.069999
Can Bozdogan,0.2,Schalke 04,19,7.2,0.0,8.0,2.0,25.0,1.11,0.28,0.0,0.0,23.5,1.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,168.0,225.0,74.7,2930.0,622.0,76.0,89.0,85.4,74.0,90.0,82.2,15.0,33.0,45.5,2.0,0.5,1.5,5.0,6.0,2.0,2.0,10.0,8.0,1.11,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.28,1.0,0.0,1.0,0.0,0.0,0.0,26.0,19.0,12.0,12.0,2.0,9.0,20.0,45.0,11.0,231.0,64.0,27.7,78.0,123.0,30.0,16.0,2.0,0.0,14.0,5.0,31.0,5.0,0.0, Schalke 04,4,18,25,86,-61,27.0,68.0,-41.0,-1.21,0.9,2.25
Robbie Brady,0.2,Burnley,28,11.7,1.0,16.0,5.0,31.3,1.37,0.43,0.06,0.2,19.8,4.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2,266.0,393.0,67.7,4703.0,1627.0,133.0,161.0,82.6,88.0,129.0,68.2,34.0,78.0,43.6,1.0,0.9,0.1,7.0,23.0,6.0,4.0,32.0,17.0,1.45,12.0,2.0,0.0,2.0,0.0,1.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,12.0,3.0,7.0,9.0,31.0,29.0,22.0,181.0,41.0,22.7,62.0,75.0,44.0,25.0,2.0,0.0,23.0,9.0,31.0,24.0,1.0, Burnley,1,17,33,55,-22,39.9,57.6,-17.7,-0.47,4.32,2.7
Darko Brasanac,0.2,Osasuna,28,10.1,2.0,8.0,4.0,50.0,0.79,0.4,0.25,0.5,16.1,0.0,0.0,0.0,1.3,1.3,0.16,0.7,0.7,229.0,315.0,72.7,3658.0,868.0,118.0,138.0,85.5,90.0,126.0,71.4,14.0,24.0,58.3,0.0,0.2,-0.2,6.0,25.0,7.0,2.0,27.0,17.0,1.68,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,4.0,8.0,3.0,8.0,17.0,47.1,9.0,209.0,61.0,29.2,33.0,113.0,63.0,12.0,2.0,0.0,10.0,4.0,19.0,13.0,0.0, Osasuna,2,11,37,48,-11,37.6,51.3,-13.7,-0.36,1.44,1.62
Josh Brownhill,0.2,Burnley,24,31.3,0.0,36.0,8.0,22.2,1.15,0.26,0.0,0.0,20.4,8.0,0.0,0.0,1.9,1.9,0.05,-1.9,-1.9,938.0,1187.0,79.0,14887.0,3376.0,488.0,559.0,87.3,326.0,402.0,81.1,80.0,152.0,52.6,1.0,1.1,-0.1,19.0,66.0,17.0,2.0,66.0,46.0,1.47,34.0,0.0,2.0,2.0,6.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,11.0,32.0,8.0,10.0,44.0,22.7,34.0,490.0,125.0,25.5,103.0,261.0,126.0,59.0,12.0,1.0,47.0,53.0,104.0,56.0,0.0, Burnley,1,17,33,55,-22,39.9,57.6,-17.7,-0.47,4.95,6.3
Marcelo Brozovic,0.2,Inter,27,28.7,2.0,27.0,6.0,22.2,0.94,0.21,0.07,0.33,21.9,1.0,0.0,0.0,1.8,1.8,0.07,0.2,0.2,2000.0,2273.0,88.0,41515.0,11652.0,677.0,735.0,92.1,946.0,1026.0,92.2,360.0,463.0,77.8,6.0,4.3,1.7,45.0,235.0,43.0,10.0,204.0,86.0,3.0,62.0,20.0,1.0,1.0,0.0,2.0,10.0,0.35,8.0,2.0,0.0,0.0,0.0,0.0,52.0,36.0,22.0,22.0,8.0,12.0,55.0,21.8,43.0,534.0,154.0,28.8,193.0,249.0,92.0,48.0,17.0,1.0,31.0,39.0,91.0,45.0,0.0, Inter,3,1,89,35,54,74.8,38.6,36.2,0.95,45.0,36.0
Gaston Brugman,0.2,Parma,27,18.0,1.0,18.0,8.0,44.4,1.0,0.45,0.06,0.13,22.8,4.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,907.0,1090.0,83.2,20195.0,5253.0,253.0,294.0,86.1,459.0,507.0,90.5,186.0,263.0,70.7,1.0,2.4,-1.4,25.0,80.0,11.0,0.0,100.0,50.0,2.78,33.0,15.0,0.0,1.0,0.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,42.0,25.0,18.0,20.0,4.0,16.0,48.0,33.3,32.0,344.0,98.0,28.5,159.0,151.0,34.0,38.0,4.0,0.0,34.0,37.0,79.0,32.0,1.0, Parma,3,20,39,83,-44,40.0,61.4,-21.4,-0.56,2.25,1.8
Sergio Busquets,0.2,Barcelona,32,28.0,0.0,3.0,1.0,33.3,0.11,0.04,0.0,0.0,17.0,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,2484.0,2715.0,91.5,44163.0,11775.0,1104.0,1173.0,94.1,1055.0,1124.0,93.9,265.0,332.0,79.8,5.0,3.6,1.4,30.0,293.0,33.0,0.0,218.0,68.0,2.43,61.0,2.0,0.0,0.0,3.0,2.0,10.0,0.36,10.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,26.0,33.0,11.0,25.0,68.0,36.8,43.0,550.0,172.0,31.3,139.0,302.0,109.0,43.0,3.0,0.0,40.0,39.0,109.0,25.0,2.0, Barcelona,2,3,85,38,47,78.9,39.6,39.3,1.03,25.2,8.1
Yannick Cahuzac,0.2,Lens,35,25.0,1.0,8.0,2.0,25.0,0.32,0.08,0.13,0.5,9.0,0.0,0.0,0.0,1.6,1.6,0.2,-0.6,-0.6,755.0,896.0,84.3,13515.0,2822.0,323.0,366.0,88.3,341.0,394.0,86.5,79.0,109.0,72.5,0.0,0.6,-0.6,12.0,57.0,16.0,3.0,67.0,28.0,1.12,22.0,1.0,1.0,2.0,0.0,2.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,36.0,20.0,19.0,11.0,6.0,13.0,31.0,41.9,18.0,298.0,101.0,33.9,110.0,132.0,56.0,31.0,5.0,0.0,26.0,30.0,66.0,65.0,3.0, Lens,5,7,55,54,1,56.0,47.6,8.4,0.22,0.36,0.36
Tom Cairney,0.2,Fulham,29,8.4,1.0,12.0,4.0,33.3,1.42,0.47,0.08,0.25,20.0,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,551.0,621.0,88.7,11165.0,2009.0,214.0,227.0,94.3,227.0,247.0,91.9,100.0,128.0,78.1,1.0,1.4,-0.4,20.0,61.0,10.0,5.0,32.0,35.0,4.15,21.0,8.0,3.0,1.0,2.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,65.0,21.0,32.3,18.0,32.0,15.0,6.0,0.0,0.0,6.0,1.0,6.0,3.0,0.0, Fulham,1,18,27,53,-26,41.3,52.9,-11.7,-0.31,10.8,8.1
Daniel Caligiuri,0.15,Augsburg,32,29.6,6.0,38.0,13.0,34.2,1.28,0.44,0.11,0.31,21.6,9.0,2.0,3.0,4.8,2.6,0.07,1.2,1.4,822.0,1191.0,69.0,15925.0,6675.0,368.0,438.0,84.0,292.0,398.0,73.4,137.0,279.0,49.1,4.0,3.7,0.3,48.0,61.0,33.0,9.0,94.0,87.0,2.94,44.0,26.0,10.0,0.0,5.0,2.0,9.0,0.3,6.0,2.0,1.0,0.0,0.0,0.0,81.0,47.0,34.0,35.0,12.0,30.0,96.0,31.3,66.0,633.0,175.0,27.6,214.0,307.0,112.0,71.0,5.0,0.0,66.0,42.0,123.0,42.0,0.0, Augsburg,4,13,36,54,-18,36.1,55.6,-19.4,-0.57,3.6,1.8
Mahdi Camara,0.15,Saint Etienne,22,36.6,3.0,22.0,10.0,45.5,0.6,0.27,0.14,0.3,18.2,0.0,0.0,0.0,3.5,3.5,0.16,-0.5,-0.5,1449.0,1679.0,86.3,25838.0,6377.0,653.0,726.0,89.9,588.0,643.0,91.4,160.0,225.0,71.1,2.0,1.6,0.4,25.0,113.0,27.0,11.0,104.0,61.0,1.67,50.0,1.0,4.0,1.0,2.0,3.0,4.0,0.11,2.0,0.0,2.0,0.0,0.0,0.0,109.0,71.0,50.0,51.0,8.0,23.0,55.0,41.8,32.0,690.0,201.0,29.1,208.0,371.0,111.0,68.0,13.0,0.0,55.0,57.0,166.0,72.0,1.0, Saint Etienne,5,11,42,54,-12,48.2,48.5,-0.3,-0.01,0.9,4.5
Eduardo Camavinga,0.2,Rennes,17,26.7,1.0,26.0,8.0,30.8,0.97,0.3,0.04,0.13,17.9,0.0,0.0,0.0,1.9,1.9,0.07,-0.9,-0.9,1447.0,1621.0,89.3,25971.0,5323.0,643.0,705.0,91.2,631.0,691.0,91.3,152.0,178.0,85.4,2.0,1.3,0.7,19.0,156.0,15.0,1.0,99.0,44.0,1.65,32.0,0.0,2.0,3.0,6.0,1.0,4.0,0.15,2.0,0.0,0.0,2.0,0.0,0.0,111.0,70.0,46.0,51.0,14.0,20.0,64.0,31.3,44.0,628.0,180.0,28.7,178.0,330.0,120.0,38.0,3.0,0.0,35.0,20.0,131.0,20.0,0.0, Rennes,5,6,52,40,12,50.0,40.0,9.9,0.26,33.75,49.5
Jose Campana,0.2,Levante,27,8.3,1.0,12.0,4.0,33.3,1.44,0.48,0.0,0.0,22.3,1.0,1.0,1.0,1.4,0.7,0.06,-0.4,-0.7,387.0,504.0,76.8,6912.0,2652.0,185.0,216.0,85.6,144.0,173.0,83.2,48.0,92.0,52.2,2.0,1.4,0.6,12.0,44.0,22.0,4.0,64.0,22.0,2.65,13.0,7.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,4.0,4.0,4.0,4.0,11.0,36.4,7.0,114.0,31.0,27.2,33.0,54.0,27.0,10.0,0.0,0.0,10.0,8.0,20.0,5.0,0.0, Levante,2,14,46,57,-11,41.0,53.9,-13.0,-0.34,18.0,13.5
Emre Can,0.15,Dortmund,26,23.7,1.0,17.0,4.0,23.5,0.72,0.17,0.06,0.25,17.4,0.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2,1585.0,1816.0,87.3,33589.0,9708.0,499.0,553.0,90.2,803.0,872.0,92.1,272.0,367.0,74.1,4.0,2.4,1.6,17.0,130.0,19.0,2.0,120.0,34.0,1.43,29.0,0.0,3.0,0.0,0.0,2.0,6.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,55.0,42.0,25.0,21.0,9.0,18.0,40.0,45.0,22.0,303.0,118.0,38.9,129.0,138.0,36.0,41.0,12.0,0.0,29.0,40.0,95.0,72.0,0.0, Dortmund,4,3,75,46,29,68.6,40.4,28.3,0.83,21.6,23.4
Antonio Candreva,0.2,Sampdoria,33,27.8,5.0,57.0,18.0,31.6,2.05,0.65,0.05,0.17,22.2,4.0,2.0,2.0,4.8,3.3,0.06,0.2,-0.3,1099.0,1629.0,67.5,22297.0,8444.0,473.0,546.0,86.6,399.0,532.0,75.0,205.0,466.0,44.0,8.0,5.8,2.2,62.0,117.0,65.0,21.0,186.0,105.0,3.77,62.0,29.0,4.0,6.0,4.0,0.0,13.0,0.47,7.0,3.0,0.0,2.0,1.0,0.0,25.0,14.0,14.0,9.0,2.0,18.0,48.0,37.5,30.0,283.0,74.0,26.1,103.0,108.0,72.0,39.0,3.0,0.0,36.0,25.0,50.0,22.0,0.0, Sampdoria,3,9,52,54,-2,46.2,56.9,-10.7,-0.28,4.5,2.25
Pierrick Capelle,0.15,Angers,33,22.8,3.0,29.0,5.0,17.2,1.27,0.22,0.1,0.6,20.5,1.0,0.0,0.0,3.6,3.6,0.13,-0.6,-0.6,966.0,1176.0,82.1,16297.0,4862.0,487.0,544.0,89.5,367.0,425.0,86.4,94.0,151.0,62.3,3.0,1.3,1.7,18.0,55.0,10.0,4.0,77.0,52.0,2.28,39.0,3.0,5.0,1.0,1.0,3.0,4.0,0.18,2.0,2.0,0.0,0.0,0.0,0.0,57.0,32.0,24.0,22.0,11.0,23.0,80.0,28.8,57.0,486.0,134.0,27.6,154.0,232.0,100.0,32.0,1.0,0.0,31.0,39.0,96.0,39.0,0.0, Angers,5,13,40,58,-18,41.7,50.9,-9.1,-0.24,1.44,0.72
Etienne Capoue,0.2,Villarreal,32,13.2,1.0,8.0,3.0,37.5,0.61,0.23,0.13,0.33,19.3,0.0,0.0,0.0,0.5,0.5,0.06,0.5,0.5,680.0,748.0,90.9,12405.0,2967.0,294.0,314.0,93.6,305.0,323.0,94.4,75.0,99.0,75.8,0.0,0.1,-0.1,3.0,70.0,5.0,0.0,52.0,9.0,0.68,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,14.0,4.0,2.0,7.0,24.0,29.2,17.0,224.0,59.0,26.3,105.0,104.0,15.0,16.0,2.0,0.0,14.0,21.0,41.0,39.0,0.0, Villarreal,2,7,60,44,16,58.0,43.5,14.5,0.38,4.68,1.8
Maxence Caqueret,0.2,Lyon,20,19.6,0.0,9.0,0.0,0.0,0.46,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7,940.0,1085.0,86.6,16760.0,5641.0,433.0,488.0,88.7,372.0,419.0,88.8,113.0,137.0,82.5,1.0,1.9,-0.9,17.0,107.0,32.0,2.0,148.0,47.0,2.4,40.0,0.0,2.0,2.0,2.0,1.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,83.0,59.0,22.0,45.0,16.0,27.0,95.0,28.4,68.0,558.0,162.0,29.0,129.0,303.0,126.0,43.0,3.0,0.0,40.0,30.0,113.0,11.0,0.0, Lyon,5,4,81,43,38,84.6,43.2,41.4,1.09,6.48,15.3
