Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.2,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh.3,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cl_Squad,Cl_Country,Cl_LgR,Cl_GF,Cl_GA,Cl_GD,Cl_xG,Cl_xGA,Cl_xGD,Cl_xGD/90,Start_Value,Value_Change
Mehdi Abeid,0.2,Nantes,26,20.2,1.0,33.0,7.0,21.2,1.63,0.35,0.03,0.14,25.0,3.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6,801.0,957.0,83.7,14642.0,3851.0,365.0,395.0,92.4,337.0,368.0,91.6,93.0,173.0,53.8,2.0,1.4,0.6,26.0,85.0,6.0,4.0,58.0,46.0,2.28,27.0,14.0,1.0,2.0,1.0,1.0,4.0,0.2,2.0,1.0,0.0,1.0,0.0,0.0,60.0,41.0,24.0,34.0,2.0,24.0,62.0,38.7,38.0,417.0,114.0,27.3,121.0,234.0,62.0,18.0,3.0,0.0,15.0,17.0,77.0,22.0,0.0, Nantes,5,13,28,31,-3,27.7,33.5,-5.8,-0.21,1.58,1.8
Amir Abrashi,0.2,Freiburg,29,7.4,0.0,5.0,2.0,40.0,0.68,0.27,0.0,0.0,20.2,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,298.0,342.0,87.1,4705.0,1028.0,148.0,165.0,89.7,123.0,130.0,94.6,16.0,25.0,64.0,0.0,0.1,-0.1,4.0,19.0,5.0,3.0,21.0,10.0,1.36,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,11.0,11.0,1.0,7.0,17.0,41.2,10.0,164.0,41.0,25.0,68.0,82.0,14.0,19.0,3.0,0.0,16.0,8.0,31.0,15.0,1.0, Freiburg,4,8,48,47,1,41.7,61.0,-19.2,-0.57,2.25,1.44
Tyler Adams,0.15,RB Leipzig,20,10.6,0.0,7.0,1.0,14.3,0.66,0.09,0.0,0.0,17.1,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,595.0,699.0,85.1,9793.0,2653.0,292.0,325.0,89.8,242.0,276.0,87.7,49.0,69.0,71.0,0.0,0.5,-0.5,6.0,30.0,8.0,2.0,38.0,18.0,1.7,14.0,1.0,0.0,2.0,1.0,0.0,2.0,0.19,1.0,0.0,0.0,0.0,1.0,0.0,23.0,12.0,13.0,8.0,2.0,9.0,30.0,30.0,21.0,194.0,60.0,30.9,79.0,88.0,27.0,22.0,1.0,0.0,21.0,7.0,30.0,16.0,0.0, RB Leipzig,4,3,81,37,44,71.0,36.2,34.8,1.02,11.7,12.6
Jean Eudes Aholou,0.2,Saint Etienne,25,7.0,1.0,10.0,4.0,40.0,1.43,0.57,0.1,0.25,16.7,0.0,0.0,0.0,0.8,0.8,0.08,0.2,0.2,262.0,313.0,83.7,4836.0,831.0,103.0,118.0,87.3,122.0,135.0,90.4,32.0,50.0,64.0,1.0,0.1,0.9,3.0,17.0,0.0,0.0,20.0,12.0,1.71,7.0,0.0,1.0,0.0,1.0,3.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,21.0,19.0,6.0,13.0,2.0,4.0,11.0,36.4,7.0,148.0,57.0,38.5,25.0,103.0,20.0,8.0,1.0,0.0,7.0,12.0,33.0,13.0,0.0, Saint Etienne,5,17,29,45,-16,28.9,35.4,-6.4,-0.23,6.3,3.6
Youssef Ait Bennasser,0.2,Bordeaux,23,6.0,0.0,2.0,0.0,0.0,0.34,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,357.0,413.0,86.4,6250.0,1555.0,172.0,188.0,91.5,149.0,163.0,91.4,35.0,52.0,67.3,1.0,0.1,0.9,4.0,28.0,3.0,0.0,38.0,8.0,1.34,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,4.0,0.0,2.0,25.0,8.0,23.0,164.0,48.0,29.3,41.0,108.0,15.0,12.0,2.0,0.0,10.0,5.0,16.0,7.0,0.0, Bordeaux,5,12,40,34,6,29.7,33.3,-3.6,-0.13,6.3,4.32
Marc Albrighton,0.15,Leicester City,29,9.6,0.0,10.0,2.0,20.0,1.04,0.21,0.0,0.0,20.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,344.0,507.0,67.9,6189.0,2444.0,176.0,207.0,85.0,116.0,154.0,75.3,46.0,115.0,40.0,3.0,2.0,1.0,18.0,31.0,20.0,9.0,50.0,26.0,2.7,22.0,2.0,1.0,1.0,0.0,0.0,5.0,0.52,5.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,11.0,11.0,1.0,7.0,29.0,24.1,22.0,191.0,65.0,34.0,46.0,94.0,51.0,18.0,1.0,0.0,17.0,9.0,32.0,7.0,0.0, Leicester City,1,5,67,41,26,61.6,44.5,17.1,0.45,9.0,7.2
Ruben Alcaraz,0.2,Valladolid,28,21.4,2.0,33.0,8.0,24.2,1.54,0.37,0.06,0.25,25.7,9.0,0.0,0.0,1.6,1.6,0.05,0.4,0.4,831.0,1059.0,78.5,19154.0,4979.0,254.0,295.0,86.1,380.0,425.0,89.4,186.0,300.0,62.0,2.0,0.8,1.2,14.0,95.0,4.0,1.0,72.0,44.0,2.06,24.0,6.0,5.0,4.0,5.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,59.0,36.0,34.0,20.0,5.0,23.0,61.0,37.7,38.0,444.0,130.0,29.3,184.0,232.0,28.0,57.0,20.0,0.0,37.0,16.0,75.0,68.0,0.0, Valladolid,2,13,32,43,-11,35.5,46.3,-10.8,-0.28,9.0,7.2
Steven Alzate,0.15,Brighton,20,13.2,0.0,13.0,3.0,23.1,0.98,0.23,0.0,0.0,16.8,0.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2,564.0,664.0,84.9,8968.0,2602.0,292.0,326.0,89.6,233.0,268.0,86.9,28.0,42.0,66.7,0.0,0.7,-0.7,13.0,32.0,16.0,2.0,56.0,30.0,2.27,22.0,0.0,5.0,2.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,28.0,23.0,23.0,3.0,2.0,10.0,22.0,45.5,12.0,235.0,77.0,32.8,99.0,94.0,42.0,26.0,3.0,0.0,23.0,10.0,38.0,14.0,0.0, Brighton,1,15,39,54,-15,41.2,54.5,-13.3,-0.35,22.5,2.069999
Ibrahim Amadou,0.2,Leganes,26,8.6,0.0,4.0,0.0,0.0,0.47,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,231.0,292.0,79.1,3864.0,785.0,116.0,139.0,83.5,94.0,112.0,83.9,17.0,29.0,58.6,0.0,0.0,0.0,1.0,17.0,1.0,1.0,14.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,9.0,0.0,3.0,10.0,30.0,7.0,161.0,42.0,26.1,53.0,90.0,18.0,7.0,0.0,0.0,7.0,5.0,21.0,8.0,0.0, Leganes,2,18,30,51,-21,37.3,39.0,-1.7,-0.04,6.3,4.95
Ibrahim Amadou,0.15,Norwich City,26,8.4,0.0,6.0,1.0,16.7,0.71,0.12,0.0,0.0,16.5,0.0,0.0,0.0,1.0,1.0,0.16,-1.0,-1.0,310.0,361.0,85.9,6355.0,1786.0,94.0,109.0,86.2,169.0,182.0,92.9,45.0,64.0,70.3,0.0,0.0,0.0,1.0,14.0,1.0,0.0,11.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,12.0,8.0,1.0,3.0,11.0,27.3,8.0,107.0,26.0,24.3,64.0,40.0,3.0,8.0,6.0,0.0,2.0,11.0,32.0,58.0,1.0, Norwich City,1,20,26,75,-49,38.0,61.9,-23.9,-0.63,6.3,4.95
Romain Amalfitano,0.2,Dijon,29,18.8,1.0,11.0,2.0,18.2,0.58,0.11,0.09,0.5,25.1,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7,700.0,892.0,78.5,14195.0,4187.0,262.0,301.0,87.0,301.0,360.0,83.6,125.0,199.0,62.8,1.0,0.8,0.2,8.0,80.0,12.0,0.0,90.0,27.0,1.43,18.0,0.0,3.0,2.0,3.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,43.0,22.0,20.0,20.0,3.0,14.0,57.0,24.6,43.0,438.0,123.0,28.1,155.0,243.0,40.0,25.0,8.0,0.0,17.0,17.0,60.0,22.0,1.0, Dijon,5,16,27,37,-10,29.0,43.1,-14.1,-0.5,1.8,1.44
Nadiem Amiri,0.15,Leverkusen,22,20.6,1.0,43.0,18.0,41.9,2.08,0.87,0.02,0.06,22.0,0.0,0.0,0.0,2.5,2.5,0.06,-1.5,-1.5,906.0,1149.0,78.9,16090.0,4293.0,432.0,489.0,88.3,322.0,370.0,87.0,119.0,224.0,53.1,2.0,5.9,-3.9,54.0,73.0,23.0,6.0,96.0,89.0,4.31,57.0,22.0,6.0,2.0,2.0,0.0,9.0,0.44,8.0,0.0,0.0,0.0,1.0,0.0,18.0,13.0,7.0,8.0,3.0,4.0,26.0,15.4,22.0,287.0,99.0,34.5,49.0,154.0,84.0,28.0,2.0,0.0,26.0,14.0,32.0,9.0,1.0, Leverkusen,4,5,61,44,17,56.6,45.1,11.5,0.34,15.3,14.4
Sofyan Amrabat,0.2,Hellas Verona,22,32.4,1.0,17.0,6.0,35.3,0.52,0.18,0.0,0.0,22.8,0.0,1.0,1.0,1.9,1.1,0.07,-0.9,-1.1,1525.0,1738.0,87.7,31613.0,6295.0,514.0,582.0,88.3,723.0,788.0,91.8,263.0,324.0,81.2,1.0,1.6,-0.6,30.0,151.0,33.0,9.0,141.0,75.0,2.31,63.0,0.0,5.0,0.0,4.0,3.0,5.0,0.15,4.0,0.0,0.0,0.0,1.0,0.0,63.0,42.0,28.0,25.0,10.0,20.0,65.0,30.8,45.0,594.0,171.0,28.8,164.0,315.0,115.0,43.0,13.0,0.0,30.0,27.0,90.0,31.0,2.0, Hellas Verona,3,9,47,51,-4,49.2,52.5,-3.3,-0.09,2.7,18.0
Benjamin Andre,0.2,Lille,28,22.8,2.0,16.0,3.0,18.8,0.7,0.13,0.13,0.67,13.8,0.0,0.0,0.0,1.0,1.0,0.06,1.0,1.0,981.0,1239.0,79.2,17295.0,4178.0,462.0,534.0,86.5,379.0,464.0,81.7,112.0,173.0,64.7,1.0,1.1,-0.1,13.0,96.0,8.0,4.0,81.0,43.0,1.88,34.0,0.0,3.0,1.0,1.0,4.0,5.0,0.22,4.0,0.0,0.0,0.0,0.0,1.0,83.0,63.0,34.0,44.0,5.0,37.0,100.0,37.0,63.0,593.0,190.0,32.0,192.0,313.0,88.0,45.0,12.0,0.0,33.0,45.0,128.0,47.0,0.0, Lille,5,4,35,27,8,39.7,29.8,9.8,0.35,9.0,7.2
Robert Andrich,0.2,Union Berlin,24,28.6,1.0,50.0,7.0,14.0,1.75,0.24,0.02,0.14,24.3,4.0,0.0,0.0,1.9,1.9,0.04,-0.9,-0.9,857.0,1204.0,71.2,15607.0,5438.0,357.0,457.0,78.1,369.0,486.0,75.9,103.0,199.0,51.8,2.0,2.1,-0.1,31.0,97.0,32.0,6.0,136.0,78.0,2.73,53.0,5.0,4.0,9.0,5.0,2.0,5.0,0.17,4.0,0.0,0.0,0.0,1.0,0.0,78.0,46.0,38.0,32.0,8.0,27.0,69.0,39.1,42.0,639.0,158.0,24.7,193.0,372.0,74.0,39.0,7.0,0.0,32.0,37.0,115.0,65.0,0.0, Union Berlin,4,11,41,58,-17,38.3,51.5,-13.2,-0.39,0.54,3.6
Victorien Angban,0.2,Metz,22,11.4,0.0,4.0,0.0,0.0,0.35,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,548.0,622.0,88.1,10236.0,2280.0,226.0,250.0,90.4,243.0,264.0,92.0,68.0,90.0,75.6,0.0,0.0,0.0,3.0,43.0,2.0,0.0,43.0,11.0,0.96,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,14.0,10.0,1.0,14.0,30.0,46.7,16.0,243.0,62.0,25.5,68.0,148.0,27.0,15.0,2.0,0.0,13.0,9.0,34.0,8.0,0.0, Metz,5,15,27,35,-8,27.2,34.0,-6.8,-0.24,3.15,2.52
Cristian Ansaldi,0.15,Torino,32,19.6,4.0,28.0,8.0,28.6,1.43,0.41,0.14,0.5,21.2,1.0,0.0,0.0,1.4,1.4,0.05,2.6,2.6,582.0,825.0,70.5,12736.0,4919.0,246.0,276.0,89.1,201.0,266.0,75.6,127.0,244.0,52.0,4.0,3.0,1.0,32.0,47.0,47.0,35.0,63.0,58.0,2.95,42.0,4.0,5.0,2.0,2.0,3.0,8.0,0.41,6.0,0.0,2.0,0.0,0.0,0.0,44.0,27.0,29.0,9.0,6.0,14.0,39.0,35.9,25.0,271.0,92.0,33.9,112.0,90.0,69.0,28.0,3.0,0.0,25.0,12.0,56.0,32.0,2.0, Torino,3,16,46,68,-22,42.4,62.8,-20.4,-0.54,4.5,3.6
Antonito,0.15,Valladolid,31,11.4,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,321.0,452.0,71.0,5686.0,2457.0,137.0,167.0,82.0,145.0,189.0,76.7,33.0,82.0,40.2,0.0,1.6,-1.6,10.0,25.0,9.0,4.0,31.0,19.0,1.66,16.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,18.0,7.0,0.0,12.0,27.0,44.4,15.0,150.0,49.0,32.7,88.0,47.0,15.0,24.0,0.0,0.0,24.0,19.0,44.0,25.0,0.0, Valladolid,2,13,32,43,-11,35.5,46.3,-10.8,-0.28,1.8,0.72
Mauro Arambarri,0.2,Getafe,23,34.1,1.0,46.0,7.0,15.2,1.35,0.21,0.02,0.14,24.7,4.0,0.0,0.0,2.0,2.0,0.04,-1.0,-1.0,649.0,972.0,66.8,14045.0,3442.0,214.0,301.0,71.1,268.0,368.0,72.8,146.0,250.0,58.4,1.0,1.6,-0.6,13.0,93.0,20.0,5.0,85.0,37.0,1.09,19.0,7.0,2.0,4.0,5.0,0.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,74.0,49.0,28.0,38.0,8.0,21.0,64.0,32.8,43.0,799.0,206.0,25.8,169.0,516.0,114.0,69.0,6.0,0.0,63.0,26.0,100.0,49.0,0.0, Getafe,2,8,43,37,6,38.0,39.0,-1.1,-0.03,13.5,18.0
Charles Aranguiz,0.2,Leverkusen,30,23.5,1.0,15.0,2.0,13.3,0.64,0.08,0.07,0.5,18.4,0.0,0.0,0.0,1.4,1.4,0.1,-0.4,-0.4,1397.0,1627.0,85.9,25553.0,7830.0,602.0,658.0,91.5,607.0,675.0,89.9,169.0,246.0,68.7,3.0,1.8,1.2,23.0,142.0,9.0,0.0,172.0,42.0,1.78,38.0,1.0,0.0,0.0,2.0,1.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0,23.0,28.0,4.0,28.0,75.0,37.3,47.0,531.0,197.0,37.1,166.0,290.0,75.0,38.0,6.0,0.0,32.0,23.0,78.0,34.0,1.0, Leverkusen,4,5,61,44,17,56.6,45.1,11.5,0.34,13.5,10.8
Stuart Armstrong,0.2,Southampton,27,19.1,5.0,46.0,19.0,41.3,2.41,1.0,0.11,0.26,20.4,0.0,0.0,0.0,3.0,3.0,0.06,2.0,2.0,466.0,612.0,76.1,7275.0,2375.0,255.0,301.0,84.7,157.0,199.0,78.9,37.0,63.0,58.7,3.0,1.1,1.9,16.0,33.0,24.0,4.0,60.0,50.0,2.62,37.0,0.0,4.0,4.0,3.0,2.0,9.0,0.47,5.0,0.0,1.0,2.0,0.0,1.0,49.0,25.0,27.0,14.0,8.0,13.0,46.0,28.3,33.0,408.0,129.0,31.6,115.0,187.0,106.0,24.0,5.0,0.0,19.0,9.0,58.0,22.0,1.0, Southampton,1,11,51,60,-9,53.7,53.1,0.7,0.02,7.2,5.85
Maximilian Arnold,0.2,Wolfsburg,25,31.3,4.0,63.0,17.0,27.0,2.01,0.54,0.06,0.24,26.3,9.0,0.0,0.0,2.4,2.4,0.04,1.6,1.6,1152.0,1541.0,74.8,25930.0,8579.0,368.0,417.0,88.2,475.0,563.0,84.4,283.0,505.0,56.0,8.0,6.1,1.9,68.0,112.0,27.0,7.0,138.0,121.0,3.86,51.0,49.0,4.0,8.0,8.0,1.0,13.0,0.41,5.0,5.0,0.0,2.0,1.0,0.0,57.0,35.0,21.0,32.0,4.0,22.0,83.0,26.5,61.0,578.0,185.0,32.0,169.0,320.0,89.0,37.0,7.0,0.0,30.0,23.0,80.0,45.0,0.0, Wolfsburg,4,7,48,46,2,47.2,40.1,7.2,0.21,13.5,15.3
Santiago Ascacibar,0.2,Hertha BSC,22,7.0,0.0,2.0,0.0,0.0,0.28,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,260.0,308.0,84.4,4754.0,931.0,111.0,126.0,88.1,111.0,126.0,88.1,29.0,39.0,74.4,1.0,0.1,0.9,2.0,12.0,1.0,1.0,19.0,4.0,0.57,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,18.0,12.0,2.0,8.0,27.0,29.6,19.0,203.0,65.0,32.0,108.0,82.0,13.0,22.0,3.0,0.0,19.0,8.0,40.0,19.0,0.0, Hertha BSC,4,10,48,59,-11,40.6,51.3,-10.7,-0.31,10.8,7.2
Ramon Azeez,0.2,Granada,26,15.1,2.0,19.0,3.0,15.8,1.26,0.2,0.11,0.67,21.1,0.0,0.0,0.0,1.9,1.9,0.1,0.1,0.1,316.0,394.0,80.2,5621.0,1240.0,149.0,175.0,85.1,123.0,146.0,84.2,39.0,55.0,70.9,0.0,0.3,-0.3,6.0,26.0,4.0,0.0,19.0,17.0,1.12,11.0,1.0,0.0,2.0,1.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,3.0,11.0,3.0,4.0,13.0,30.8,9.0,330.0,82.0,24.8,58.0,191.0,81.0,17.0,2.0,0.0,15.0,15.0,32.0,15.0,0.0, Granada,2,7,52,45,7,40.9,41.2,-0.2,-0.01,0.72,2.25
Iddrisu Baba,0.2,Mallorca,23,32.3,0.0,15.0,2.0,13.3,0.47,0.06,0.0,0.0,23.0,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9,1046.0,1285.0,81.4,19956.0,5376.0,424.0,492.0,86.2,456.0,532.0,85.7,146.0,211.0,69.2,0.0,0.2,-0.2,6.0,99.0,6.0,1.0,98.0,25.0,0.78,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,68.0,45.0,33.0,31.0,4.0,17.0,69.0,24.6,52.0,580.0,188.0,32.4,231.0,308.0,41.0,34.0,8.0,0.0,26.0,23.0,91.0,71.0,1.0, Mallorca,2,19,40,65,-25,39.3,60.6,-21.4,-0.56,0.9,1.8
Milan Badelj,0.2,Fiorentina,30,17.6,1.0,16.0,2.0,12.5,0.91,0.11,0.06,0.5,22.9,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3,786.0,963.0,81.6,15712.0,4257.0,301.0,350.0,86.0,346.0,399.0,86.7,124.0,179.0,69.3,0.0,1.0,-1.0,20.0,89.0,11.0,0.0,76.0,44.0,2.5,36.0,2.0,2.0,0.0,3.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,36.0,26.0,11.0,23.0,2.0,11.0,51.0,21.6,40.0,318.0,87.0,27.4,103.0,172.0,43.0,35.0,3.0,0.0,32.0,26.0,62.0,42.0,1.0, Fiorentina,3,10,51,48,3,54.7,48.9,5.8,0.15,8.1,1.8
Daniel Baier,0.2,Augsburg,35,21.6,1.0,16.0,2.0,12.5,0.74,0.09,0.06,0.5,25.5,0.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5,684.0,884.0,77.4,13902.0,4038.0,262.0,307.0,85.3,292.0,361.0,80.9,122.0,189.0,64.6,0.0,0.4,-0.4,8.0,56.0,9.0,0.0,64.0,33.0,1.53,27.0,0.0,1.0,1.0,3.0,1.0,4.0,0.19,3.0,0.0,0.0,0.0,1.0,0.0,35.0,23.0,18.0,13.0,4.0,12.0,49.0,24.5,37.0,318.0,73.0,23.0,126.0,163.0,29.0,33.0,6.0,0.0,27.0,32.0,67.0,55.0,0.0, Augsburg,4,15,45,63,-18,42.2,55.0,-12.8,-0.38,0.72,0.36
Tiemoue Bakayoko,0.2,Monaco,24,19.1,1.0,24.0,8.0,33.3,1.26,0.42,0.04,0.13,17.6,0.0,0.0,0.0,1.8,1.8,0.07,-0.8,-0.8,831.0,961.0,86.5,14796.0,3855.0,389.0,431.0,90.3,334.0,373.0,89.5,93.0,126.0,73.8,2.0,0.9,1.1,8.0,75.0,12.0,0.0,81.0,30.0,1.57,18.0,0.0,3.0,2.0,5.0,2.0,3.0,0.16,2.0,0.0,1.0,0.0,0.0,0.0,70.0,49.0,20.0,42.0,8.0,21.0,48.0,43.8,27.0,414.0,123.0,29.7,105.0,235.0,74.0,25.0,6.0,0.0,19.0,28.0,98.0,20.0,1.0, Monaco,5,9,44,44,0,48.0,39.9,8.1,0.29,31.5,22.95
Lewis Baker,0.2,Dusseldorf,24,6.1,0.0,12.0,5.0,41.7,1.98,0.83,0.0,0.0,25.4,2.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4,184.0,230.0,80.0,4067.0,844.0,50.0,63.0,79.4,87.0,99.0,87.9,41.0,57.0,71.9,0.0,0.3,-0.3,6.0,21.0,3.0,0.0,18.0,15.0,2.48,7.0,2.0,2.0,1.0,3.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,0.0,2.0,14.0,14.3,12.0,152.0,36.0,23.7,50.0,88.0,14.0,8.0,3.0,0.0,5.0,4.0,11.0,9.0,0.0, Dusseldorf,4,17,36,67,-31,33.0,56.2,-23.2,-0.68,3.6,2.52
Ridle Baku,0.15,Mainz 05,21,26.1,1.0,22.0,6.0,27.3,0.84,0.23,0.05,0.17,21.7,0.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1,830.0,1158.0,71.7,16301.0,5889.0,340.0,408.0,83.3,340.0,474.0,71.7,137.0,236.0,58.1,3.0,3.1,-0.1,25.0,63.0,38.0,17.0,103.0,65.0,2.49,51.0,3.0,3.0,2.0,6.0,0.0,10.0,0.38,9.0,1.0,0.0,0.0,0.0,0.0,56.0,35.0,27.0,23.0,6.0,20.0,55.0,36.4,35.0,519.0,147.0,28.3,201.0,236.0,82.0,73.0,8.0,0.0,65.0,36.0,92.0,65.0,0.0, Mainz 05,4,13,44,65,-21,44.3,57.3,-13.0,-0.38,3.15,6.3
Ever Banega,0.2,Sevilla,31,27.5,3.0,38.0,8.0,21.1,1.38,0.29,0.03,0.13,24.8,4.0,2.0,2.0,3.0,1.5,0.04,0.0,-0.5,1951.0,2373.0,82.2,42579.0,12816.0,727.0,811.0,89.6,787.0,893.0,88.1,416.0,607.0,68.5,7.0,5.1,1.9,59.0,268.0,33.0,7.0,243.0,116.0,4.22,67.0,37.0,3.0,2.0,6.0,1.0,12.0,0.44,7.0,3.0,1.0,0.0,1.0,0.0,51.0,30.0,16.0,24.0,11.0,23.0,68.0,33.8,45.0,452.0,122.0,27.0,127.0,245.0,80.0,20.0,2.0,0.0,18.0,14.0,65.0,11.0,0.0, Sevilla,2,4,54,34,20,47.1,33.6,13.6,0.36,13.5,6.3
Antonin Barak,0.2,Lecce,24,15.2,2.0,34.0,13.0,38.2,2.24,0.85,0.06,0.15,15.8,0.0,0.0,0.0,3.2,3.2,0.1,-1.2,-1.2,571.0,701.0,81.5,9725.0,2658.0,273.0,307.0,88.9,220.0,262.0,84.0,59.0,95.0,62.1,1.0,1.3,-0.3,16.0,55.0,14.0,4.0,59.0,42.0,2.76,38.0,0.0,1.0,1.0,1.0,1.0,5.0,0.33,4.0,0.0,1.0,0.0,0.0,0.0,24.0,18.0,14.0,9.0,1.0,11.0,27.0,40.7,16.0,306.0,82.0,26.8,117.0,133.0,56.0,30.0,0.0,0.0,30.0,3.0,27.0,14.0,0.0, Lecce,3,18,52,85,-33,53.9,84.0,-30.1,-0.79,10.8,7.2
Danilo Barbosa,0.15,Nice,23,12.5,0.0,5.0,1.0,20.0,0.4,0.08,0.0,0.0,18.6,2.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4,731.0,800.0,91.4,14004.0,3689.0,249.0,263.0,94.7,392.0,415.0,94.5,79.0,104.0,76.0,0.0,0.4,-0.4,7.0,66.0,5.0,0.0,49.0,18.0,1.44,16.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,19.0,9.0,2.0,14.0,32.0,43.8,18.0,207.0,63.0,30.4,78.0,96.0,33.0,28.0,6.0,0.0,22.0,9.0,39.0,42.0,0.0, Nice,5,5,41,38,3,35.2,41.9,-6.7,-0.24,7.2,5.85
Enis Bardhi,0.2,Levante,24,23.5,7.0,56.0,18.0,32.1,2.38,0.77,0.13,0.39,21.2,11.0,0.0,0.0,4.6,4.6,0.08,2.4,2.4,625.0,853.0,73.3,10383.0,3269.0,336.0,390.0,86.2,193.0,254.0,76.0,68.0,141.0,48.2,2.0,1.9,0.1,28.0,60.0,23.0,5.0,86.0,68.0,2.89,40.0,11.0,7.0,5.0,3.0,2.0,10.0,0.43,4.0,0.0,2.0,2.0,1.0,1.0,34.0,27.0,10.0,19.0,5.0,8.0,34.0,23.5,26.0,405.0,93.0,23.0,128.0,187.0,90.0,25.0,4.0,0.0,21.0,15.0,49.0,17.0,1.0, Levante,2,12,47,53,-6,41.8,60.7,-18.9,-0.5,13.5,18.0
Nicolo Barella,0.2,Inter,22,22.4,1.0,24.0,5.0,20.8,1.07,0.22,0.04,0.2,19.2,0.0,0.0,0.0,1.6,1.6,0.07,-0.6,-0.6,1015.0,1237.0,82.1,19862.0,6006.0,408.0,461.0,88.5,423.0,496.0,85.3,163.0,220.0,74.1,4.0,1.6,2.4,22.0,124.0,31.0,3.0,153.0,55.0,2.46,47.0,0.0,3.0,2.0,3.0,0.0,5.0,0.22,4.0,0.0,0.0,0.0,1.0,0.0,41.0,31.0,15.0,20.0,6.0,11.0,48.0,22.9,37.0,402.0,109.0,27.1,116.0,197.0,89.0,33.0,5.0,0.0,28.0,15.0,56.0,21.0,0.0, Inter,3,2,81,36,45,72.3,40.6,31.6,0.83,32.4,45.0
